Taxa,meanLPBL,LPBL_BLUP,meanUPBLog,UPBL_BLUP,meanRL,RL_BLUP,meanRD,RD_BLUP,family_ID
PR1314_2536,118.1666667,16.4384640965305,4.65078069755861,0.323385703493534,340.5,43.5658012519076,10,0.962580011930036,SC35
PR1314_2537,51.2083333325,-27.4637439809598,4.0382559815663,0.145031318842152,210.958333325,-59.1407194710335,9.58333333325,0.942695800028723,SC35
PR1314_2538,87.3333333325,0.41193226152514,3.84305394256637,0.0145680784730443,297.250000025,16.6794164559587,8.33333333325,-0.0826035568829263,SC35
PR1314_2539,88.83333333,2.44329850892514,3.67630067190708,-0.110916299189093,271.5,-0.553447855828553,11,1.53305423592856,SC35
PR1314_2540,122.9583333425,28.3752498465107,3.54482167573597,-0.226064417850083,339.166666675,53.4166541790017,9.33333333425,0.758983010141151,SC35
PR1314_2541,69,-7.56446513624525,3.4178908896439,-0.192946541340866,293.33333335,14.2977106449136,8,0.216990011862723,SC35
PR1314_2542,94.46666666,6.78923509540099,3.84000386174248,-0.0143940542337254,287.93333332,9.78173444626515,9.633333334,1.06520681500646,SC35
PR1314_2543,80.166666666,-4.93984089786427,3.84685474457847,-0.00890789193205884,253.5,-21.1615480698657,8.8666666668,0.398879404522752,SC35
PR1314_2544,72.9166666675,-7.77552747240625,3.84949555025227,0.0216959383118285,336.875,55.5731842869691,7.9583333335,-0.0142683362911062,SC35
PR1314_2545,73.366666664,-10.5173036119291,4.06612141302682,0.166680066474319,274.7,-2.11031119873334,9.4,0.862411515725254,SC35
PR1314_2546,78.899999998,-5.97878003166438,4.23204156353132,0.299548325438303,246.66666668,-27.302276923579,9.4333333326,0.891382272045298,SC35
PR1314_2547,57.333333335,-23.1361246435746,4.03473460824401,0.147645027241638,280,1.56091104300673,10.33333333425,1.60056957632364,SC35
PR1314_2548,81.4583333325,-4.19956221610785,4.04142604855864,0.152749310637552,294.916666675,14.6344012193748,8.95833333325,0.44338804698113,SC35
PR1314_2549,98.4,10.0154145129577,3.68603764966192,-0.137689642359824,327.06666666,44.948640248969,9.5,0.949323786597452,SC35
PR1314_2550,84.4166666675,1.25122767530087,4.01243536603646,0.145987713644905,303.833333325,26.6143080113189,8,0.0207977704929006,SC35
PR1314_2551,85.208333325,-1.51293348363202,4.03487063966917,0.109469566933412,275.208333325,-0.925369004206872,7.375,-1.15855173482854,SC35
PR1314_2552,70.5833333325,-12.9926112199378,4.29664067397978,0.309149811672107,254.63333334,-20.143085715418,10.3666666668,1.70256346760571,SC35
PR1314_2553,86.5833333325,-0.176769161151419,4.3224495681318,0.367116265638651,288.833333325,9.30275437604295,8.74999999975,0.268057512219515,SC35
PR1314_2554,74.933333332,-9.23229994669849,4.09771181814263,0.191977549118488,265.93333332,-9.98841702377785,12.375,3.0493810960839,SC35
PR1314_2555,76.16666667,-3.60006843862408,4.09156291920451,0.0741559659085765,309.6666667,23.8506778796677,9.333333333,0.582263862407528,SC35
PR1314_2556,100.966666652,12.1206332698331,3.78482470898598,-0.0585813210338764,305.33333334,25.4181269905447,8.2,-0.180535734741113,SC35
