Taxa,family_ID,meanLPBL,meanUPB,meanRL,meanRD
PR1314_1370,SC971,67.708333335,42.697754560716,241.5,7.08333333325
PR1314_1371,SC971,88.9166666575,50.6006875371942,294.666666675,9
PR1314_1372,SC971,51.3,41.0736204708765,172.46666666,6.2333333334
PR1314_1373,SC971,103.600000006,66.3161363803974,303.63333332,8.8333333326
PR1314_1374,SC971,84.033333332,64.5235239053307,284.13333334,8.2666666668
PR1314_1375,SC971,107.566666668,45.3424463585322,322.7,8.4999999998
PR1314_1376,SC971,121.599999994,48.6198153448512,337.73333334,7.7333333332
PR1314_1377,SC971,82.93333334,68.9180855890276,288.66666668,8.4666666668
PR1314_1378,SC971,96.333333328,69.0106163200369,324.13333334,9.3999999994
PR1314_1379,SC971,89.2,46.4943182835607,265,8.3333333334
PR1314_1380,SC971,77.966666668,50.521053666113,269.26666668,8.266666666
PR1314_1381,SC971,65.706666666,37.6756737604566,247.03333332,6.9666666668
PR1314_1382,SC971,81.433333328,42.7625399326943,249.33333332,7.9333333334
PR1314_1383,SC971,90.700000006,44.424430353003,292.66666666,6.2666666668
PR1314_1384,SC971,73.7222222233333,37.7527811064007,283,7.55555555566667
PR1314_1385,SC971,84.133333334,39.0956004909617,277.83333334,8
PR1314_1386,SC971,88.666666666,69.6516349002996,281.91666665,7.666666666
PR1314_1387,SC971,79.208333325,38.5206154768115,309.75,9
PR1314_1388,SC971,103.733333328,42.3330904128676,263.96666666,7.5333333332
PR1314_1389,SC971,64.083333335,38.2190120734362,182.250000025,7.41666666675
PR1314_1390,SC971,66.4166666675,38.5804953708362,257.250000025,8.16666666675
PR1314_1391,SC971,96.566666666,57.5641442395673,280.86666668,8.2666666668
PR1314_1392,SC971,68.333333332,47.6776708068468,241.93333336,7.5333333334
PR1314_1393,SC971,91.4,35.0241232924377,262.66666666,7.3333333336
PR1314_1394,SC971,85.958333335,45.2903402239665,274.666666675,8.3333333335
PR1314_1395,SC971,103.120000006,54.9934518330986,312.86666668,8.9333333326
PR1314_1396,SC971,85.266666658,37.2729149292811,272.4,6.9333333332
PR1314_1397,SC971,84.733333332,46.0342388429294,281.33333334,9.4000000002
PR1314_1398,SC971,57.25,53.3120365838625,269.791666675,6.91666666675
PR1314_1399,SC971,79.625,51.1677911704058,245.166666675,9.66666666675
PR1314_1400,SC971,102.91666665,40.5890541065805,261,8
PR1314_1401,SC971,63.4444444433333,60.9691795413225,290.555555566667,6.55555555566667
PR1314_1402,SC971,125.63333336,63.238824670704,370.6,9.7999999998
PR1314_1403,SC971,93.133333326,44.6149980422277,229.73333332,6.7333333334
PR1314_1404,SC971,67.433333334,47.973580738255,202.40000002,7.3333333332
PR1314_1405,SC971,111.1,61.6895180954018,347.53333334,8.1333333332
PR1314_1406,SC971,75.583333335,66.9882189772676,228.49999998,7.8333333332
PR1314_1407,SC971,96.433333328,52.2397901008577,303.13333332,8.7333333336
PR1314_1408,SC971,126.66666666,77.7711336064075,322.80000002,8.4666666668
PR1314_1409,SC971,107.13333334,67.7084307048032,288.63333334,7.7666666666
PR1314_1410,SC971,82.5000000025,48.1878993341837,285.45833335,8.54166666675
PR1314_1411,SC971,101.766666672,64.7443330890674,301.26666666,8.4666666666
PR1314_1412,SC971,100.933333334,40.0177538048321,314.06666666,9.1999999992
PR1314_1413,SC971,80.416666665,40.9674667688887,252.83333335,7
PR1314_1414,SC971,84.75,54.2099826806476,266,8.33333333333333
PR1314_1415,SC971,88.699999994,40.7257195492976,307.26666666,8.5333333334
PR1314_1416,SC971,72.541666665,44.6773409593414,267.58333335,9.8333333335
PR1314_1417,SC971,81.1,45.2056191607511,243.93333334,9.3666666666
PR1314_1418,SC971,74.2083333325,63.3682647213272,230.25,8.08333333325
PR1314_1419,SC971,55.2,66.5319859656096,231.53333334,8.5666666666
PR1314_1420,SC971,77.433333334,43.2858445932515,251.56666668,8.4333333334
PR1314_1421,SC971,105.5416666575,62.09592171321,295.291666675,8.49999999975
PR1314_1422,SC971,93.3333333433333,38.6784535586506,294.1111111,8.22222222233333
PR1314_1423,SC971,96.833333315,39.8227164771514,247.08333335,8.66666666775
PR1314_1424,SC971,132.9166666575,45.3212574797156,354.66666665,9.4166666665
PR1314_1425,SC971,86.7916666575,47.4145713378272,307.333333325,8.5
PR1314_1426,SC971,124.4583333175,52.7122418390851,347.13333334,6.8333333334
PR1314_1427,SC971,101.966666674,55.0296488582657,294.73333332,7.6
PR1314_1428,SC971,104.041666665,55.0023336240892,288.08333335,9.249999999
PR1314_1429,SC971,65.266666668,35.9445489609025,195.80000002,8.3
PR1314_1430,SC971,98.43333332,57.4758913404979,312.58333335,9.2666666674
PR1314_1431,SC971,70.933333332,57.9065779581347,227.4,8.0000000008
PR1314_1432,SC971,93.2499999925,44.1941950928984,288.5,7.25000000025
PR1314_1433,SC971,92.4166666575,46.9012287748808,268.833333325,8.5833333335
PR1314_1434,SC971,71.266666666,38.812719142253,212.26666668,9.5666666674
PR1314_1435,SC971,91.4999999925,39.7232976617077,291.958333325,7.6666666665
PR1314_1436,SC971,74.7,36.879989327515,229.26666666,7.4
PR1314_1437,SC971,89.899999986,59.7619021191122,272.2,8.2
PR1314_1438,SC971,72.22222222,36.5037213931272,264.222222233333,6.888888889
PR1314_1439,SC971,84.8888888866667,41.4494832519604,251.222222233333,9.55555555566667
PR1314_1440,SC971,55.4166666675,56.9948681734005,205.166666675,8.20833333325
PR1314_1441,SC971,81.500000006,38.8043837975158,253.66666666,7.9333333332
PR1314_1442,SC971,61.933333332,31.464867165462,219.26666668,6.6666666666
PR1314_1443,SC971,63.041666665,54.8703705708226,260.041666675,9.08333333325
PR1314_1444,SC971,57.9444444466667,38.6984231818211,208.222222233333,7.111111111
PR1314_1445,SC971,93.583333325,68.7487076039559,295.04166665,8.58333333325
PR1314_1446,SC971,46.11111111,32.0489220814231,185.66666665,9.08333333325
PR1314_1447,SC971,71.1249999975,48.0395801661541,251.25,8.125
PR1314_1448,SC971,81.200000002,44.1378780648234,262.63333332,8.2
PR1314_1449,SC971,103.899999994,51.716976129304,285.53333332,9.3333333334
PR1314_1450,SC971,77.233333334,54.0664130785144,241.3,7.5
PR1314_1451,SC971,75.233333334,49.0478691708051,263.49999998,8.5666666666
PR1314_1452,SC971,69.366666668,47.1284115828156,242.86666666,8.2666666668
PR1314_1453,SC971,129.208333325,55.2848878040959,313.166666675,8.79166666675
PR1314_1454,SC971,57.1666666675,41.5323931026237,234.75,9.58333333325
PR1314_1455,SC971,65.666666665,44.1256891249596,245.375,8.95833333325
PR1314_1456,SC971,71.2083333325,45.240078106811,217.916666675,7.41666666675
PR1314_1457,SC971,80.9583333325,61.5816607387442,280.208333325,8.08333333325
PR1314_1458,SC971,80.791666665,51.2006441749017,240.91666665,9.41666666675
PR1314_1459,SC971,74.0833333325,64.5027492661173,261.33333335,8.6666666665
PR1314_1460,SC971,37.61111111,16.7210004569992,152.666666666667,8.111111111
PR1314_1461,SC971,54.416666665,43.124280876236,211.999999975,8.25000000075
PR1314_1462,SC971,94.066666668,56.5261822236595,284.1,8.5666666668
PR1314_1463,SC971,93.0416666675,55.2759289849099,284.16666665,8.25000000025
PR1314_1464,SC971,59.4999999975,37.5813466663989,205.75,6.91666666675
PR1314_1465,SC971,63.875,66.0986634823602,253.222222233333,8.111111111
PR1314_1466,SC971,89.6250000075,64.1822419980636,304.29166665,9.1666666665
PR1314_1467,SC971,86.866666668,41.6343862774436,273.4,7.4999999998
PR1314_1468,SC971,49.1111111133333,36.5003718266028,213.111111133333,7.77777777766667
PR1314_1469,SC971,68.933333332,42.6660966223324,260.8,7.9333333332
PR1314_1470,SC971,56.233333334,31.0214683139013,225.03333334,8.1333333334
PR1314_1471,SC971,95.033333342,67.6809449532504,293.36666666,9.0666666668
PR1314_1472,SC971,85.5,40.031349869614,266,7.83333333325
PR1314_1473,SC971,93.208333335,43.2380750672558,318.6,7.7000000002
PR1314_1474,SC971,72,44.5813862519998,284.166666675,8.66666666533333
PR1314_1475,SC971,64.333333335,28.5283050022325,230.25,7.875
PR1314_1476,SC971,77.66666667,51.5226487432954,266.2222222,7.22222222233333
PR1314_1477,SC971,80.933333334,48.8700792555026,286.20000002,7.9666666668
PR1314_1478,SC971,93.666666666,40.9839889269162,324.89999998,7.8666666668
PR1314_1479,SC971,87,58.4174244704922,342.33333335,8.3333333335
PR1314_1480,SC971,68.72222222,45.0584061022052,297.944444433333,7.66666666666667
PR1314_1481,SC971,80.1666666675,37.4398066114102,331.166666675,7.8333333335
PR1314_1482,SC971,99.300000012,74.8303605728795,250.2,8.4666666668
PR1314_1483,SC971,66.500000002,31.3016646700007,238.09999998,7.6666666668
PR1314_1484,SC971,88.1249999925,33.5368846407397,282.041666675,8.6666666665
PR1314_1485,SC971,56.416666665,29.4274059723434,201.66666665,10.75
PR1314_1486,SC971,73.8333333425,35.0097374327348,246.166666675,8.249999999
PR1314_1487,SC971,71.25,36.7361611238978,259.666666675,7.44444444433333
PR1314_1488,SC971,73.916666665,32.2349958701308,238.5,9.08333333325
PR1314_1489,SC971,79.4444444466667,47.8237653881594,308.7777778,7.11111111133333
PR1314_1490,SC971,72.583333335,33.1323149224307,246.666666675,9.222222221
PR1314_1491,SC971,68.0000000025,46.7906415651202,288.625,7.16666666675
PR1314_1492,SC971,88.88888889,41.6773750254872,271.333333366667,8.777777778
PR1314_1493,SC971,97.56666666,44.9101317707894,367.6,7.466666666
PR1314_1494,SC971,59.875,26.588706518667,230.83333335,9.625
PR1314_1495,SC971,79.06666666,39.5960622498566,255.53333334,7.8666666666
PR1314_1496,SC971,119.799999994,66.1178247390443,341.33333332,8.2
PR1314_1497,SC971,66.933333332,67.4474468520996,222.66666666,7.7333333328
PR1314_1498,SC971,74.86666666,61.4525279508109,284.60000002,8.9333333334
PR1314_1499,SC971,102.2,67.8313380357316,329.86666666,7.6666666665
PR1314_1500,SC971,102.41666665,32.999749557752,271.75,7.5
PR1314_1501,SC1103,70.666666665,35.3209575648752,222.083333325,7.25
PR1314_1502,SC1103,80.38888889,28.2299965027281,242,6
PR1314_1503,SC1103,50.333333335,36.3964596142017,179.666666675,6
PR1314_1504,SC1103,108.4999999825,53.5330678097885,329.916666675,6.29166666675
PR1314_1505,SC1103,69.6666666666667,32.9050770143864,231.833333325,5.0833333335
PR1314_1506,SC1103,58,25.4765687093364,158.625,4.5
PR1314_1507,SC1103,109.75,51.4797771758728,333.999999975,7.9166666665
PR1314_1508,SC1103,48.533333332,29.6483883331596,199.19999998,4.7999999998
PR1314_1509,SC1103,99.7083333325,33.6844986538431,294.750000025,5.70833333325
PR1314_1510,SC1103,90.633333326,41.9260367161163,268.83333334,6.7333333334
PR1314_1511,SC1103,NA,NA,322.3333333,4.666666667
PR1314_1512,SC1103,94.375,32.2762629779113,244.625,5.58333333325
PR1314_1513,SC1103,85.1111111133333,44.3578359627726,237.222222233333,7.33333333333333
PR1314_1514,SC1103,99.266666674,45.9176441913885,314.96666666,6.3666666666
PR1314_1515,SC1103,91.1250000075,39.1678733920842,307.33333335,6.16666666675
PR1314_1516,SC1103,61.5,30.7193009102495,221.4,5.9333333332
PR1314_1517,SC1103,93.708333325,35.3705800803678,252.66666665,5.83333333325
PR1314_1518,SC1103,100.36666666,42.3007164963884,360.26666666,5.2
PR1314_1519,SC1103,68.566666668,43.7874656777502,258.53333336,6.1333333334
PR1314_1520,SC1103,106.11111111,40.8374821078015,284.444444433333,6.222222222
PR1314_1521,SC1103,82,40.5,240.3333333,4.666666667
PR1314_1522,SC1103,84.36666666,51.3314126773205,250.8,5.7999999998
PR1314_1523,SC1103,86,38.7192459037536,271.66666666,4.8999999998
PR1314_1524,SC1103,61.9583333325,31.0334649380012,180.375,4.75
PR1314_1525,SC1103,87.899999996,31.7662947186759,273.16666664,5.8333333334
PR1314_1526,SC1103,96.9999999866667,41.2578436287308,268,6
PR1314_1527,SC1103,71.6666666633333,47.8314966784029,257,8
PR1314_1528,SC1103,72.166666668,35.6503473417368,233.66666664,5.2
PR1314_1529,SC1103,63.72222222,31.3809321341936,224.66666665,3.875
PR1314_1530,SC1103,72.3,35.75766097448,226.833333325,6.33333333325
PR1314_1531,SC1103,90.966666674,28.0341243129787,283.66666666,6.7333333334
PR1314_1532,SC1103,66.8,45.1309892013476,268.13333332,8.0333333334
PR1314_1533,SC1103,69.766666668,29.8140884161932,284.4,7.3
PR1314_1534,SC1103,85.400000008,30.1795263331545,302.166666675,7.58333333325
PR1314_1535,SC1103,85.0833333325,47.2645320871426,299.666666675,7.125
PR1314_1536,SC1103,81.8333333325,39.2675316507826,233.25,4.777777778
PR1314_1537,SC1103,108.6666666825,33.7041857386543,282.166666675,5.50000000025
PR1314_1538,SC1103,58.333333335,36.1201698015804,231,4.44444444466667
PR1314_1539,SC1103,114.25,33.5697858890623,320.6666667,6.83333333325
PR1314_1540,SC1103,101.944444443333,51.9990137907636,264.7777778,5.66666666666667
PR1314_1541,SC1103,126.611111133333,43.7266542119986,294.2777778,5.94444444466667
PR1314_1542,SC1103,75.566666666,35.2025152162524,256.06666666,5.1333333334
PR1314_1543,SC1103,65.000000002,37.0936953388008,245.6,5.7333333336
PR1314_1544,SC1103,69.041666665,29.2598908673981,226.26666664,4.6666666666
PR1314_1545,SC1103,120.03333334,52.9134982605128,373.26666668,6.7333333334
PR1314_1546,SC1103,92.4444444466667,52.7805047153062,274.791666675,5.54166666675
PR1314_1547,SC1103,78.833333332,41.5591432584445,282.53333332,5.3666666666
PR1314_1548,SC1103,70.566666666,34.9660297448793,249.93333334,4.7333333334
PR1314_1549,SC1103,72.399999998,34.4255144694118,260.86666668,6.1333333332
PR1314_1550,SC1103,113.5,43.7257836553177,338.93333334,6.6666666668
PR1314_1551,SC1103,122.9,42.8191249014783,347.33333334,6.7999999998
PR1314_1552,SC1103,80.7222222233333,37.4696467697054,250.8888889,5.888888889
PR1314_1553,SC1103,64.366666666,35.7850305372986,269.916666675,5.25
PR1314_1554,SC1103,101.700000008,42.1337906876953,315.1111111,6.66666666666667
PR1314_1555,SC1103,106.908333325,45.0286281599493,313.75,6.41666666675
PR1314_1556,SC1103,96.83333332,45.208978738701,307,5.3333333335
PR1314_1557,SC1103,53.666666666,27.322946628434,167.96666666,4.9333333332
PR1314_1558,SC1103,100.966666666,36.099176626745,292.86666666,4.4666666666
PR1314_1559,SC1103,84.25,31.7741194314463,239.0833333,5.99999999975
PR1314_1560,SC1103,82.866666668,49.579847977895,279.5,5.111111111
PR1314_1561,SC1103,92.1,29.1467885177285,298.06666666,6.8000000002
PR1314_1562,SC1103,98.100000006,40.6627210534359,299.86666666,6.5666666668
PR1314_1563,SC1103,87.75,32.3654810449519,298.944444433333,4.88888888866667
PR1314_1564,SC1103,73.7916666675,34.4833136974268,251.222222233333,4.611111111
PR1314_1565,SC1103,64.041666665,39.4149816528157,242.777777766667,5.55555555533333
PR1314_1566,SC1103,79.500000002,45.3868966506445,247.13333334,5.2666666666
PR1314_1567,SC1103,75.833333332,35.9118367603381,235.06666668,6.6666666666
PR1314_1568,SC1103,81.466666666,41.3197293920098,241.33333335,5.75
PR1314_1569,SC1103,74.8,35.2301319025895,239.73333334,5.7333333334
PR1314_1570,SC1103,81.5416666675,42.2097141818064,257.000000025,5.33333333325
PR1314_1571,SC1103,84.900000002,28.6886499083095,269.26666668,6.0333333334
PR1314_1572,SC1103,79.0416666675,30.2946593622437,257.75,4.95833333325
PR1314_1573,SC1103,76.2500000025,43.7156669205882,269.166666675,5
PR1314_1574,SC1103,58.541666665,32.4183132375086,261.666666666667,4.111111111
PR1314_1575,SC1103,87.299999994,48.8513700795584,260.3,6.4666666668
PR1314_1576,SC1103,91.5555555566667,53.7988758805892,265.66666665,6.5
PR1314_1577,SC1103,47.108333335,28.7142100094409,151.25,5
PR1314_1578,SC1103,49.9444444433333,26.2002939428721,167.555555566667,4.44444444433333
PR1314_1579,SC1103,110.722222233333,48.8431049980827,334.16666665,7.58333333325
PR1314_1580,SC1103,86.0416666675,31.3841146971358,271.33333335,5.8333333335
PR1314_1581,SC1103,94.13333334,41.2727100479709,262.458333325,6.37499999975
PR1314_1582,SC1103,88.208333325,39.0157092432444,232.333333325,5.45833333325
PR1314_1583,SC1103,67.083333335,36.8563618651244,193.41666665,5.41666666675
PR1314_1584,SC1103,85.9444444433333,35.2949228566358,271,8.66666666666667
PR1314_1585,SC1103,95.0833333325,28.8269303004774,241,4.08333333325
PR1314_1586,SC1103,71.533333334,41.4949051949282,244.33333332,4.8
PR1314_1587,SC1103,52.2083333325,30.1649521062286,183.08333335,6.25
PR1314_1588,SC1103,77.083333335,40.2039328047434,237.75,5.83333333325
PR1314_1589,SC1103,71.866666666,42.0020929079519,261.83333336,5.8
PR1314_1590,SC1103,60.1666666675,36.760638128337,247.25,6.08333333325
PR1314_1591,SC1103,81.083333335,37.6634927322047,241.083333325,7.9166666665
PR1314_1592,SC1103,87.166666675,46.8948010500786,243,6.25
PR1314_1593,SC1103,79.4999999975,37.746404459506,287.5,5.4166666665
PR1314_1594,SC1103,91.083333325,47.4771715039418,239.66666665,4.66666666675
PR1314_1595,SC1103,66.11111111,35.1475254529786,211.958333325,4.5
PR1314_1596,SC1103,75.133333332,43.4298756962053,239.73333334,4.8666666666
PR1314_1597,SC1103,75.6250000075,28.8358786323142,209.666666675,4.9166666665
PR1314_1598,SC1103,72.9166666575,33.3660891873296,257.83333335,5.95833333325
PR1314_1599,SC1103,79.333333335,38.3922791203133,223.416666675,5.4166666665
PR1314_1600,SC1103,87.299999998,40.7536154187401,237.66666666,7
PR1314_1601,SC1103,68.7916666675,34.7100713730537,244.499999975,5.1666666665
PR1314_1602,SC1103,88.866666666,43.2870562527003,249.13333332,5.5333333336
PR1314_1603,SC1103,116.708333325,36.7232135823416,318.8,7.2
PR1314_1604,SC1103,133.266666666,65.5442971601725,374.16666665,7.500000001
PR1314_1605,SC1103,79.6666666666667,38.8924562143224,264,6.11111111133333
PR1314_1606,SC1103,75.633333332,36.9858213388458,264.5,5.2666666666
PR1314_1607,SC1103,88.6249999925,48.003128310827,256.666666675,5.16666666675
PR1314_1608,SC1103,77.266666668,35.9006806874934,246.46666668,5.0666666666
PR1314_1609,SC1103,85.458333325,39.5434085356868,282.166666675,5.33333333333333
PR1314_1610,SC1103,98.25,41.8120302179476,244.23333334,5
PR1314_1611,SC1103,96.933333334,38.7010760362235,260.96666668,6.1666666666
PR1314_1612,SC1103,64.86,39.5180811080679,206.46666668,4.5333333334
PR1314_1613,SC1103,119.200000006,36.5523468811357,322.53333332,7.6666666668
PR1314_1614,SC1103,78.0555555566667,38.1342588511791,218,5
PR1314_1615,SC1103,122.499999986,47.4015651499697,315,6.41666666675
PR1314_1616,SC1103,97.24999999,46.9156839536556,298.33333335,5.75000000025
PR1314_1617,SC1103,65.0416666675,43.1325743660987,187.0833333,5.1666666665
PR1314_1618,SC1103,86.933333332,39.5765411091106,308.43333334,6.3666666666
PR1314_1619,SC1103,77.566666664,39.998361479662,242.8,6.2666666666
PR1314_1620,SC1103,88.7916666675,31.280385622019,262.222222233333,5.33333333333333
PR1314_1621,SC1103,84.566666672,38.3676790304346,225.33333332,5.3333333332
PR1314_1622,SC1103,57.5,46.8505839974988,251,5.58333333325
PR1314_1623,SC1103,83.5,37.8428379538598,256.46666668,6.3333333332
PR1314_1624,SC1103,79.4583333325,62.4735254101053,293.95833335,9.7083333335
PR1314_1625,SC1103,102.53333334,51.396499392478,232.46666666,6.1999999998
PR1314_1626,SC1103,78.033333334,39.8718078380754,264.40000002,6.4000000002
PR1314_1627,SC1103,71.625,35.9630024184366,249.83333335,4.4166666665
PR1314_1628,SC1103,81.2777777866667,42.2446044243981,282.444444466667,5.333333333
PR1314_1629,SC1103,118.333333325,31.7077872386157,296.041666675,6.4583333335
PR1314_1630,SC1103,69.166666668,34.8603578487003,227.26666666,5.8666666668
PR1314_1631,SC1103,108.9166666825,32.4324336503058,285.166666675,6.0833333335
PR1314_1632,SC1103,122.23333332,41.8656009867859,336.86666668,7.8
PR1314_1633,SC1103,104.899999994,44.5545482974422,294.76666666,6.91666666675
PR1314_1634,SC1103,100.6249999925,35.6261483636118,296.73333334,5.9333333332
PR1314_1635,SC1103,58.875,39.4773751432226,197.666666675,5.33333333325
PR1314_1636,SC1103,75.3750000025,38.2761481556054,277.75,5.083333333
PR1314_1637,SC1103,69.000000002,31.3162759127305,200.63333332,5.1666666666
PR1314_1638,SC1103,85.333333334,43.2925941792109,303.09999998,5.5666666668
PR1314_1639,SC1103,94.041666675,58.3041826987493,302.000000025,6.58333333325
PR1314_1640,SC1103,98.958333325,33.0167122999046,271.166666675,6
PR1314_1641,SC1103,78.291666665,35.5870429028325,242.4,4.875
PR1314_1642,SC1103,126.33333334,65.8502074626055,352.73333332,7.6666666668
PR1314_1643,SC1103,113.366666686,56.5505351781685,310,7.75
PR1314_1644,SC1103,90.3333333325,48.6405192261885,254.19999998,5.3666666668
PR1314_1645,SC1103,74.166666668,39.0175477671537,259.13333334,6.4
PR1314_1646,SC1103,115.7500000175,56.9735213212609,332.91666665,5.75
PR1314_1647,SC1103,92.9166666675,30.9701797592182,282.5,6.41666666675
PR1314_1648,SC1103,98.41666666,64.8618811196939,328.25,8.00000000025
PR1314_1649,SC1103,74.333333326,53.7407680094781,263.93333332,5.3333333334
PR1314_1650,SC1103,82.2916666675,45.3983370466568,212.08333335,6.1666666665
PR1314_1651,SC1103,64.666666668,45.3179118837082,239.26666668,5.4666666668
PR1314_1652,SC1103,88.58333334,43.0221838797766,299.583333325,5.55555555566667
PR1314_1653,SC1103,100.083333325,53.3455801052475,289.66666665,7.0833333335
PR1314_1654,SC1103,74.866666668,40.6259532668257,201.66666668,5.3
PR1314_1655,SC1103,95.4444444533333,57.2338051501234,308.722222233333,5.55555555566667
PR1314_1656,SC1103,82.6250000075,38.8607208482985,262.249999975,5.0833333335
PR1314_1657,SC1103,80.25,39.2242358070645,207.249999975,5.54166666675
PR1314_1658,SC1103,89.000000008,40.746227713434,267.36666666,5.2333333334
PR1314_1659,SC1103,84.6416666675,37.2478887068847,235.75,5.5833333335
PR1314_1660,SC1103,79.5833333325,28.7798679931654,263.666666675,5.49999999975
PR1314_1661,SC1103,89.4166666775,44.4876663381001,265.666666675,7.1666666665
PR1314_1662,SC1103,85.7500000025,37.3650033202456,276.583333325,4.33333333333333
PR1314_1663,SC1103,81.833333326,36.8230024074263,246.2,6.4333333332
PR1314_1664,SC1103,83.133333334,40.9508943810437,235.73333334,6.6
PR1314_1665,SC1103,93.56666666,46.750313786805,304.93333334,6.2
PR1314_1666,SC1103,82.958333335,44.1783340365848,231.749999975,6.4166666665
PR1314_1667,SC1103,69.2,46.8300762597118,246.86666668,5.8666666666
PR1314_1668,SC1103,78.625,33.32163759794,259.5,5.625
PR1314_1669,SC1103,87.91666667,39.5570598171949,283.555555566667,5.77777777766667
PR1314_1670,SC1103,87.13333334,34.1300568149707,223.166666675,5.16666666675
PR1314_1671,SC1103,77.9999999975,51.0130444854145,278,6.25000000025
PR1314_1672,SC1103,76.666666668,38.9970202709498,250.23333334,6.3
PR1314_1673,SC1103,62,35.131724859347,202.75,5.5833333335
PR1314_1674,SC1103,85.066666664,42.4565432326464,272.53333334,5.9999999998
PR1314_1675,SC1103,80.733333326,45.1747608629547,270.222222233333,6.222222222
PR1314_1676,SC1103,80.333333334,39.8148226844397,302.1,5.8666666666
PR1314_1677,SC1103,79.566666666,50.2161938766933,273.2,6.6
PR1314_1678,SC1103,72.1666666675,51.2237949306824,270.166666675,6.5
PR1314_1679,SC1103,77.625,38.711853651532,202.91666665,4.41666666675
PR1314_1680,SC1103,71.916666665,38.4090933595084,222.333333325,4.58333333325
PR1314_1681,SC1103,81.041666665,43.596835750546,273.583333325,6
PR1314_1682,SC1103,85.3333333466667,46.102100570032,273,4.777777778
PR1314_1683,SC1103,67.833333335,44.4431597070786,257.33333335,5.5
PR1314_1684,SC1103,93.541666675,53.5091870813358,308.08333335,6.33333333325
PR1314_1685,SC1103,83.833333335,30.7616609310785,258.96666666,4.6
PR1314_1686,SC1103,87.866666668,46.1532172919745,295.76666666,6.3666666666
PR1314_1687,SC1103,87.4583333325,31.8394896601421,266.16666665,4.4166666665
PR1314_1688,SC1103,77.433333326,59.4844368516103,316.7,5.3
PR1314_1689,SC1103,131.29999998,55.2781090144699,332.83333334,5.8
PR1314_1690,SC1103,74.5416666675,37.4537049299657,227.75,4.66666666675
PR1314_1691,SC1103,58.8750000025,28.3677032002577,179.86666666,4.8333333334
PR1314_1692,SC1103,77.375,46.3205562865379,257.666666675,4.8333333335
PR1314_1693,SC1103,86.7500000025,52.43175728973,266.749999975,6.16666666675
PR1314_1694,SC1103,84.7777777766667,29.5533700048199,250.5,5.75000000025
PR1314_1695,SC1103,89.7500000025,42.7515853958793,265.93333332,5.1333333334
PR1314_1696,SC1103,81.33333333,65,226.6666667,5.333333333
PR1314_1697,SC1103,95.041666665,48.8391756257108,282.874999975,5.3333333335
PR1314_1698,SC1103,88,47.9947913858369,264,7.22222222233333
PR1314_1699,SC1103,78.5,43.9190622588897,303.444444466667,7.27777777766667
PR1314_1700,SC1103,97.9583333325,47.1247237821678,283.916666675,6.9166666665
PR1314_1701,SC1103,76.75,35.0955008681892,224.25,5.91666666675
PR1314_1702,SC1103,92.499999994,39.7186287836179,262.2,5.3333333334
PR1314_1703,SC1103,72.6111111133333,37.6512410610041,245.166666666667,5.72222222233333
PR1314_1704,SC1103,65.3333333325,38.3018705505438,220,5.6666666665
PR1314_1705,SC1103,90.933333334,41.6227461081194,285.8,7.0666666666
PR1314_1706,SC1103,57.8333333333333,42.7000031088355,202.222222233333,6.44444444433333
PR1314_1707,SC1103,78.533333334,35.3132745063342,274.53333334,5.7999999998
PR1314_1708,SC1103,96.83333334,40.0949072921854,286.43333334,7.2
PR1314_1709,SC1103,82.7777777766667,33.8563722075454,283.888888866667,6.222222222
PR1314_1710,SC1103,71.79166667,42.2004247092115,194.53333334,4.7333333334
PR1314_1711,SC1103,50.966666666,31.82708907209,195.16666668,4.8666666664
PR1314_1712,SC1103,108,36.967059391524,260.555555566667,6.44444444433333
PR1314_1713,SC1103,79.566666664,46.8470288351865,251.53333332,4.4999999998
PR1314_1714,SC1103,93.37499999,51.4692428029713,266.83333335,5.66666666675
PR1314_1715,SC1103,81.566666666,47.8472675000416,300.80000002,5.5
PR1314_1716,SC1103,64.8333333325,37.4794190149674,244.166666675,6.83333333325
PR1314_1717,SC1103,89.2916666675,41.5054669372629,271.416666675,5.9166666665
PR1314_1718,SC1103,83.166666668,40.9975735494792,254.86666666,5.0833333335
PR1314_1719,SC1103,62.583333335,27.5590275590413,223.33333335,4
PR1314_1720,SC1103,100.0833333175,53.2007058665329,305.250000025,6.58333333325
PR1314_1721,SC1103,95.93333334,42.973453867094,295.66666666,6.9999999998
PR1314_1722,SC1103,76.233333334,34.7991124783495,292.20000002,5.9999999998
PR1314_1723,SC1103,78.16666667,67.5,256.5,6
PR1314_1724,SC1103,49.933333332,40.6258628406212,187.43333334,4.6666666668
PR1314_1725,SC1103,76.033333334,40.1388485815636,261.86666664,5.1333333332
PR1314_1726,SC1103,84.7,38.996380202066,287.4,5.6
PR1314_1727,SC1103,61.833333332,33.8987451947063,202.66666666,5.0666666668
PR1314_1728,SC1103,61.5555555533333,40.1073505264229,244.916666675,6.08333333325
PR1314_1729,SC1103,77.3,36.9366696523427,244.53333332,4.5333333332
PR1314_1730,SC1103,72.5,56.739559440071,241.25,4.3333333335
PR1314_1731,SC1103,70.833333334,31.3256161499693,246.79999998,4.9333333334
PR1314_1732,SC1103,87.9999999925,40.140578429128,282.93333334,5.4
PR1314_1733,SC1103,53.541666665,28.1720130269693,178.666666675,4.6666666665
