Taxa,family_ID,meanLPBL,meanUPB,meanRL,meanRD
PR1314_1157,P898012,61.666666665,38.7291162329311,273.83333335,8.3333333335
PR1314_1158,P898012,73.766666674,78.9424223048213,221.66666666,9.5999999998
PR1314_1159,P898012,79.7083333325,36.8520650307921,254,9.24999999925
PR1314_1160,P898012,71.5,42.67093408823,246.583333325,8.666666666
PR1314_1161,P898012,76,33.0927436993168,252.25,8.49999999925
PR1314_1162,P898012,61.433333332,50.0312434868459,241.96666668,8.3666666666
PR1314_1163,P898012,70.58333333,50.5602203212394,265.083333325,9.41666666675
PR1314_1164,P898012,64.266666668,54.4114537486722,233.73333332,9.2666666668
PR1314_1165,P898012,93.7083333425,48.879129138376,302.75,9.24999999925
PR1314_1166,P898012,75.5416666675,66.737692664732,239.083333325,7.33333333325
PR1314_1167,P898012,86.733333326,41.0727312189991,282.53333334,8.4666666668
PR1314_1168,P898012,71.799999998,36.5321581227049,226.39999998,9.6000000002
PR1314_1169,P898012,78.3333333325,37.8850597330623,250.5,8.16666666675
PR1314_1170,P898012,65.375,46.3298183962521,215.333333325,8.41666666675
PR1314_1171,P898012,56.166666666,39.1979846160348,195.5,6.8999999998
PR1314_1172,P898012,54.875,39.0008736894322,231.333333325,9.74999999825
PR1314_1173,P898012,73.7222222233333,43.961919273683,265.666666666667,6.222222222
PR1314_1174,P898012,74.3333333325,64.6748428345132,220.83333335,7.9166666665
PR1314_1175,P898012,43.7916666675,39.1025307235501,153.66666665,6.91666666675
PR1314_1176,P898012,68.9444444466667,56.1983177806533,221.555555566667,8.33333333233333
PR1314_1177,P898012,62.29166667,38.6995521175365,211.416666675,7.0833333335
PR1314_1178,P898012,63.7083333325,34.127658145497,205.875000025,8.16666666675
PR1314_1179,P898012,52.833333334,33.9989243127473,220.13333332,7.6666666668
PR1314_1180,P898012,85.958333325,42.3215137808567,268.04166665,8.20833333325
PR1314_1181,P898012,80.7083333325,48.946018151924,264.166666675,8.58333333325
PR1314_1182,P898012,70.3,47.634456342526,252.26666668,7.8
PR1314_1183,P898012,85.708333335,39.8796338764226,255,7.25
PR1314_1184,P898012,68.866666668,40.3726561314061,251.9,10.4
PR1314_1185,P898012,74.33333333,77.1614958462261,248.666666666667,6.888888889
PR1314_1186,P898012,53.0416666675,36.7854947045062,231.06666668,7.7
PR1314_1187,P898012,60.3333333325,72.9137773979689,217.666666675,9.75000000175
PR1314_1188,P898012,94.133333334,34.1456899121219,276.53333332,8.1333333332
PR1314_1189,P898012,71.16666667,39.7585404830734,249.66666666,9.333333334
PR1314_1190,P898012,52.6111111133333,39.6526835992797,196,8.6666666665
PR1314_1191,P898012,56.366666666,44.1543656496954,221.86666666,8.7333333334
PR1314_1192,P898012,88.833333334,38.3248956019525,319.73333334,8.8333333334
PR1314_1193,P898012,94.966666666,42.8106482468517,280.6,7.4
PR1314_1194,P898012,67.5,55.83333333,237.5,9.333333333
PR1314_1195,P898012,58.1666666666667,63.4928573193124,219.6111111,7.27777777766667
PR1314_1196,P898012,75.66666667,57.33333333,260,8
PR1314_1197,P898012,54.583333335,20.7364413533277,233.83333335,7.8333333335
PR1314_1198,P898012,52.041666665,32.4083720632869,227.125,8.4166666665
PR1314_1199,P898012,62.8333333325,40.1851961933797,202.833333325,8.08333333325
PR1314_1201,P898012,49.083333335,36.9406430759386,212,8.1666666665
PR1314_1202,P898012,113.06666666,48.1336378713253,315.46666666,7.8
PR1314_1203,P898012,73.25,45.7991537850304,238.375,9.25000000075
PR1314_1204,P898012,83.8333333333333,40.6413403453286,268.999999966667,9.33333333333333
PR1314_1205,P898012,76.2083333325,30.1190604433913,262.2222222,7.6666666665
PR1314_1206,P898012,73.5,50.2692749116197,240.33333335,7.5
PR1314_1207,P898012,98.700000008,44.8534411435758,354.46666668,9.5999999994
PR1314_1208,P898012,50.5,45.0091887935166,207.5,9.27777777666667
PR1314_1209,P898012,86.2083333325,34.5963614095284,257.666666675,8.16666666675
PR1314_1210,P898012,94.86666666,50.2671892964794,253,7.7333333332
PR1314_1211,P898012,66.958333335,44.885365174034,232.16666665,7.91666666675
PR1314_1212,P898012,78.33333333,78.83333333,331.6666667,9.666666667
PR1314_1213,P898012,54.266666666,48.3308225507767,205.26666668,7.5999999998
PR1314_1214,P898012,70.333333332,36.6079113712091,259.06666666,9.5333333332
PR1314_1215,P898012,80.9444444466667,40.1527090808033,250.8888889,6.888888889
PR1314_1216,P898012,77.70833333,42.6355330992548,259.41666665,8.12499999975
PR1314_1217,P898012,69.375,51.4743576893396,251.5,8.08333333325
PR1314_1218,P898012,82.100000008,49.1138644079508,248.46666666,10.0666666666
PR1314_1219,P898012,80.1,40.9784975297581,259.46666668,9.0666666674
PR1314_1220,P898012,59.5,36.3050715977984,200.41666665,7.45833333325
PR1314_1221,P898012,61.27777778,54.2023191954321,198,10.77777778
PR1314_1222,P898012,90.03333334,45.5257098417592,266.16666666,8.0333333334
PR1314_1223,P898012,85.666666666,41.713087417279,266.6,7.8333333332
PR1314_1224,P898012,72.899999998,41.4217948998706,258.53333332,9.8
PR1314_1225,P898012,94.2499999925,41.8730526816398,285.833333325,7.9166666665
PR1314_1226,P898012,70.933333334,49.4772375838155,253.2,8.9333333334
PR1314_1227,P898012,57.75,46.5904410445434,231.166666675,9.3333333335
PR1314_1228,P898012,66.88888889,48.3070355004411,195.0833333,9.3333333325
PR1314_1229,P898012,104.2,66.1565410989098,266.06666664,7.7333333334
PR1314_1230,P898012,54.5555555566667,41.5503422146894,223.6111111,9.277777778
PR1314_1231,P898012,76.875,40.3793923667318,251.75,7.41666666675
PR1314_1232,P898012,42.7500000025,27.3248021011594,180.833333325,7.5
PR1314_1233,P898012,46.5,25.8511242926909,211.6111111,7.83333333333333
PR1314_1234,P898012,44.83333333,27,207.6666667,9
PR1314_1235,P898012,59.208333335,42.1540383871874,264.583333325,9.75
PR1314_1236,P898012,78.666666665,38.9051225709852,259.208333325,9.04166666675
PR1314_1237,P898012,68.91666667,52.5828804135854,229.25,6.55555555566667
PR1314_1238,P898012,58.9583333325,25.6893092918342,237.66666665,6.79166666675
PR1314_1239,P898012,57.3333333325,29.4420138973146,249.666666675,7.5
PR1314_1240,P898012,79.166666665,46.2409150235602,264.16666665,8.6666666665
PR1314_1241,P898012,60.291666665,45.3516746019534,257.458333325,9.00000000075
PR1314_1242,P898012,67.8,45.0095800517847,251.23333334,7.9333333334
PR1314_1243,P898012,64.208333335,44.2266440371568,220.666666675,9.416666666
PR1314_1244,P898012,76.416666665,85.6750968616091,254.8333333,8.166666667
PR1314_1245,P898012,76.2,67.1832400683404,229.73333334,7.7333333332
PR1314_1246,P898012,68.6666666666667,35.5009514318554,220.111111133333,7.38888888866667
PR1314_1247,P898012,64,23.8525563467292,231.91666665,8.5833333335
PR1314_1248,P898012,58.11111111,34.4767100423341,228.444444433333,7.777777778
PR1314_1249,P898012,69.22222222,47.5527514879215,250.666666666667,8.66666666666667
PR1314_1250,P898012,71.083333335,32.4667041895956,235.58333335,9.83333333425
PR1314_1251,SC971,95.099999992,53.0316851386838,291.66666668,10.25000000075
PR1314_1252,SC971,55.933333334,51.311926519055,213.7,8.4666666666
PR1314_1253,SC971,109.875,66.3340282731602,327.25,8.4166666665
PR1314_1254,SC971,80.583333335,56.1831740050144,242.25,9.04166666575
PR1314_1255,SC971,70.9166666675,42.8270401904824,271.16666665,8.16666666675
PR1314_1256,SC971,76,44.6977697846036,300.25,9.33333333325
PR1314_1257,SC971,71.973333334,44.4874842533156,248.16666666,6.5333333332
PR1314_1258,SC971,77.1666666666667,29.3485630247106,248.6111111,7.44444444433333
PR1314_1259,SC971,75.25,68.2348884386865,235.33333335,8.1666666665
PR1314_1260,SC971,86.166666662,74.5211347713141,292.26666664,10.2666666662
PR1314_1261,SC971,81.56666667,49.3292516707726,305.2,8.4
PR1314_1262,SC971,112.966666666,57.5696583628164,298.36666666,9.0666666668
PR1314_1263,SC971,68.0416666675,34.8017020777674,223.583333325,11.25
PR1314_1264,SC971,83.733333332,41.8581410492203,244.63333334,9.1999999998
PR1314_1265,SC971,73.4444444466667,34.7331686959403,283.999999975,7.6666666665
PR1314_1266,SC971,107.166666654,46.1985801620449,311.26666666,7.9666666666
PR1314_1267,SC971,66.975,37.0670172293519,254.791666675,7.25
PR1314_1268,SC971,88.708333335,49.2431542194915,285,8.66666666675
PR1314_1269,SC971,79.733333334,33.8754985186368,292.8,8.5666666666
PR1314_1270,SC971,100.499999994,69.292031934383,283.66666666,9.5999999994
PR1314_1271,SC971,93.291666675,36.9824206037914,302.9,9.9000000006
PR1314_1272,SC971,96.9583333325,45.5745330502364,336.249999975,8.125
PR1314_1273,SC971,74.766666668,60.3463969025171,254.43333334,7.2333333332
PR1314_1274,SC971,74,33.8125497552229,264.833333333333,8.20833333325
PR1314_1275,SC971,60.4,44.1759507691832,190.6,8.1333333328
PR1314_1276,SC971,73.3,43.1360695310189,283.73333334,8.2
PR1314_1277,SC971,68.833333335,63.5614292012231,228.541666675,8.29166666675
PR1314_1278,SC971,58.6250000025,45.4066394393682,241.25,8.58333333325
PR1314_1279,SC971,68.2916666675,40.9548134528545,268.666666675,7.99999999975
PR1314_1280,SC971,85.066666666,46.2202134559533,293.40000002,10.233333332
PR1314_1281,SC971,66.199999998,61.2561635928589,236.23333334,7.8333333334
PR1314_1282,SC971,87.8750000075,58.3897908994344,305.5,8.0833333335
PR1314_1283,SC971,80.708333335,50.8259733723727,280.91666665,7.74999999975
PR1314_1284,SC971,72.3749999975,43.9462057846056,296.041666675,8
PR1314_1285,SC971,82.766666666,33.3597259481922,291.06666668,8.2333333326
PR1314_1286,SC971,65.2777777766667,40.9874242619248,250.222222233333,6.22222222233333
PR1314_1287,SC971,65.958333335,45.800901182682,275.8,8.0666666666
PR1314_1288,SC971,86.9583333325,38.7189522498067,269.5,9.41666666675
PR1314_1289,SC971,79.291666665,42.7817115453484,255.166666675,8.388888889
PR1314_1290,SC971,59.466666666,54.4622722433157,221.3,8.0999999994
PR1314_1291,SC971,85.06666666,46.5809678336627,260.66666666,9.6666666668
PR1314_1292,SC971,79.466666666,47.0868444026187,235.66666665,8.41666666675
PR1314_1293,SC971,77.4166666575,47.8843909476308,255.49999998,7.7666666668
PR1314_1294,SC971,91.03333334,50.5842705527289,275.875,7.94444444433333
PR1314_1295,SC971,77.833333325,51.0618400989144,230.875,7.5
PR1314_1296,SC971,79.7083333325,42.1532175803423,256.75,6.66666666675
PR1314_1297,SC971,95.566666666,66.1316890074255,292.93333336,6.7333333336
PR1314_1298,SC971,50.7500000025,62.8846615135224,200.2,9.2666666668
PR1314_1299,SC971,75.25000001,49.0403098472403,313.166666675,8.41666666675
PR1314_1300,SC971,69.4999999975,42.7801177704007,271,9.55555555466667
PR1314_1301,SC971,84.933333338,39.2869030889265,262.8,9.033333334
PR1314_1302,SC971,82.8,74.0468115745159,250.86666668,8.9666666668
PR1314_1303,SC971,94.666666672,45.0258655515558,274.13333334,7.2
PR1314_1304,SC971,86.266666666,34.0022183347844,276.66666666,7.2
PR1314_1305,SC971,109.433333334,34.0595854962251,333.166666675,6.9333333332
PR1314_1306,SC971,110.916666675,54.9032952106169,310.583333325,9.25
PR1314_1307,SC971,82.566666664,55.3556798958955,303.13333334,8.5666666666
PR1314_1308,SC971,81.199999998,44.6069516588904,278.66666666,8.2
PR1314_1309,SC971,72.333333334,38.59522854864,223.76666666,7.9
PR1314_1310,SC971,86.541666665,60.6450029362167,279.3333333,8.916666667
PR1314_1311,SC971,65.6666666675,39.8776773422696,274.5,8.3333333335
PR1314_1312,SC971,58.1,35.4041380097883,196.73333332,8.7999999994
PR1314_1313,SC971,50.8333333333333,32.5277518818292,188.5,7.2
PR1314_1314,SC971,67.766666664,49.0957714478006,228.26666666,6.8666666666
PR1314_1315,SC971,72.4999999975,43.6319428894462,301.8888889,9.55555555433333
PR1314_1316,SC971,73.0833333325,63.1422263455727,297.583333325,8.66666666675
PR1314_1317,SC971,95.4166666575,56.8001455613934,264.93333334,7.8
PR1314_1318,SC971,78.1,46.011676955256,255.33333332,7.9666666666
PR1314_1319,SC971,79.433333326,41.1244411757548,255.416666675,7.3333333335
PR1314_1320,SC971,80.133333334,41.1618006190537,260.39999998,9.066666666
PR1314_1321,SC971,83,45.4338799264345,265.13333334,9.2333333332
PR1314_1322,SC971,74.6666666675,54.4006652341234,224.08333335,7.91666666675
PR1314_1323,SC971,102.16666666,52.7889648884792,305.16666665,8.74999999975
PR1314_1324,SC971,82.233333328,37.1603327878109,260.33333334,8.4
PR1314_1325,SC971,86.733333334,49.6612176996249,254.53333332,9.0666666654
PR1314_1326,SC971,94.200000006,61.7371526654944,324.46666666,8.1999999994
PR1314_1327,SC971,65.833333334,38.6828006487865,199.916666675,6.3333333335
PR1314_1328,SC971,102.5000000075,57.1761647415517,307.25,8.9166666665
PR1314_1329,SC971,68.733333326,37.4175171292472,216.40000002,7.2
PR1314_1330,SC971,95.56666666,39.6989239911132,280.79999998,8.5999999994
PR1314_1331,SC971,67.153333332,42.498723265843,202.41666665,8.5
PR1314_1332,SC971,96.63333332,36.071190751884,273.86666668,8.6666666672
PR1314_1333,SC971,81.13333334,43.8612794798468,247.29999998,8.0000000002
PR1314_1334,SC971,64.5,71.2529455983198,229.7777778,9.33333333433333
PR1314_1335,SC971,67,35.5897809808946,227.23333334,8.4333333334
PR1314_1336,SC971,69.666666668,56.2327186059334,239.53333334,8.5999999992
PR1314_1337,SC971,66.233333334,38.847092320514,231.33333332,7.7333333332
PR1314_1338,SC971,94.433333322,56.8925163430934,279.39999998,7.5000000006
PR1314_1339,SC971,98.33333332,43.1460582744993,269.73333334,8.2333333326
PR1314_1340,SC971,62.400000002,44.5041596363252,249.66666668,7.2666666668
PR1314_1341,SC971,76.125,37.0796544227723,237.750000025,8.16666666675
PR1314_1342,SC971,72.0416666675,48.1028276884642,290,8.5
PR1314_1343,SC971,89.833333325,71.7614466308564,235.166666675,8.25
PR1314_1344,SC971,95.7499999925,57.5403970891123,289.70833335,9.41666666675
PR1314_1345,SC971,97.3333333466667,54.7742938831724,319.16666665,6.8333333335
PR1314_1346,SC971,80.00000001,45.8208529961847,231.25,7.58333333325
PR1314_1347,SC971,98.886666668,41.6746560456422,275.00000002,8.1333333334
PR1314_1348,SC971,68.166666666,33.385080937235,228.26666668,6.8666666666
PR1314_1349,SC971,91.1249999925,50.7319155793841,300,7.95833333325
PR1314_1350,SC971,74.799999998,47.0532830668776,241.06666668,6.9333333334
PR1314_1351,SC971,80.0416666675,40.4230819290127,269.083333325,7.5
PR1314_1352,SC971,86.2,37.9192132099913,312.13333332,10.6666666666
PR1314_1353,SC971,78.026666668,58.1617512938187,283.73333334,6.3666666666
PR1314_1354,SC971,71.166666668,58.3861839753238,251.583333325,8.11111111133333
PR1314_1355,SC971,75.066666666,46.9465908312547,248.63333334,8.1333333334
PR1314_1356,SC971,69.0555555566667,56.1502220169651,242.2222222,7.66666666666667
PR1314_1357,SC971,68.266666668,56.6334203744428,230.06666666,7.6666666666
PR1314_1358,SC971,61.83333333,57.5,298.5,8.1666666665
PR1314_1359,SC971,87.625,61.5895191336284,290.166666675,7
PR1314_1360,SC971,76.533333334,48.3079194278708,229,7.2666666666
PR1314_1361,SC971,87.966666664,50.933938574793,257.06666668,7.2000000002
PR1314_1362,SC971,81.966666668,68.1161553437693,332.93333334,9.0666666666
PR1314_1363,SC971,75.933333332,58.7600356866104,276.73333334,7.4
PR1314_1364,SC971,80.259999992,37.6140147847545,255.26666664,8.9333333334
PR1314_1365,SC971,67.533333332,52.0445298510685,241.86666666,8.3999999998
PR1314_1366,SC971,111.20833334,73.4938600309817,372.333333325,7.33333333333333
PR1314_1367,SC971,69.5,37.853579699194,248.583333325,7.33333333325
PR1314_1368,SC971,93.6666666675,62.8578844724907,313.583333325,7.29166666675
PR1314_1369,SC971,42.533333334,31.7505320278333,180.06666666,8.3
